Wall time,Step,Value
1733911086.9001546,325,68.10786437988281
1733911089.4697342,326,68.10786437988281
1733911091.9640274,327,68.10786437988281
1733911094.5049849,328,68.10786437988281
1733911100.9019976,331,68.10786437988281
1733911105.399767,332,68.10786437988281
1733911111.6438894,334,68.10786437988281
1733911121.3100555,338,68.10786437988281
1733911125.529205,340,68.10786437988281
1733911128.4727848,342,68.10786437988281
1733911131.0426376,343,68.10786437988281
1733911134.0174382,344,68.10786437988281
1733911135.569861,345,68.10786437988281
1733911138.2236528,346,68.10786437988281
1733911143.2121382,348,68.10786437988281
1733911145.6716852,349,68.10786437988281
1733911157.8580825,352,68.10786437988281
1733911161.724558,354,68.10786437988281
1733911163.6208563,355,68.10786437988281
1733911169.7457328,357,68.10786437988281
1733911175.5691564,359,68.10786437988281
1733911178.1010206,360,68.10786437988281
1733911180.5350244,361,68.10786437988281
1733911185.6137216,363,68.10786437988281
1733911187.972068,364,68.10786437988281
1733911189.7253695,365,68.10786437988281
1733911192.361783,366,68.10786437988281
1733911197.07698,368,68.10786437988281
1733911198.564117,369,68.10786437988281
1733911204.189753,371,68.10786437988281
1733911206.6044662,372,68.10786437988281
1733911212.1911163,374,68.10786437988281
1733911218.0700448,376,68.10786437988281
1733911222.0110614,378,68.10786437988281
1733911223.462802,379,68.10786437988281
1733911224.830706,380,68.10786437988281
1733911229.1225073,382,68.10786437988281
1733911231.750864,383,68.10786437988281
1733911239.6382682,386,68.10786437988281
1733911242.147933,387,68.10786437988281
1733911244.5430813,388,68.10786437988281
1733911246.8340912,389,68.10786437988281
1733911251.1088324,391,68.10786437988281
1733911253.4119318,392,68.10786437988281
1733911255.9132373,393,68.10786437988281
1733911258.442636,394,68.10786437988281
1733911270.4679127,399,68.10786437988281
1733911279.4599435,403,68.10786437988281
1733911281.0133126,404,68.10786437988281
1733911286.1949694,406,68.10786437988281
1733911294.8989813,409,68.10786437988281
1733911310.319165,416,68.10786437988281
1733911312.4148245,417,68.10786437988281
1733911320.17261,420,68.10786437988281
1733911322.9161353,421,68.10786437988281
1733911324.5982502,422,68.10786437988281
1733911327.1622064,423,68.10786437988281
1733911333.4612572,425,68.10786437988281
1733911339.0018797,427,68.10786437988281
1733911342.6977658,429,68.10786437988281
1733911348.351527,431,68.10786437988281
1733911361.149118,436,68.10786437988281
1733911373.1253433,440,68.10786437988281
1733911376.0436563,441,68.10786437988281
1733911377.8277109,442,68.10786437988281
1733911379.2707472,443,68.10786437988281
1733911385.1265733,445,68.10786437988281
1733911387.4334042,446,68.10786437988281
1733911396.6450534,449,68.10786437988281
1733911404.2880309,452,68.10786437988281
1733911411.8765926,455,68.10786437988281
1733911417.282077,458,68.10786437988281
1733911418.7217698,459,68.10786437988281
1733911421.089751,460,68.10786437988281
1733911423.847928,461,68.10786437988281
1733911426.5000691,462,68.10786437988281
1733911431.703308,464,68.10786437988281
1733911434.253133,465,68.10786437988281
1733911436.8499203,466,68.10786437988281
1733911439.2600887,467,68.10786437988281
1733911441.7125235,468,68.10786437988281
1733911444.0597625,469,68.10786437988281
1733911445.9337585,470,68.10786437988281
1733911448.2215412,472,68.10786437988281
1733911453.1409812,474,68.10786437988281
1733911455.731812,475,68.10786437988281
1733911465.9896996,479,68.10786437988281
1733911476.9102259,483,68.10786437988281
1733911483.7316267,486,68.10786437988281
1733911486.251247,487,68.10786437988281
1733911491.0506651,489,68.10786437988281
1733911493.578618,490,68.10786437988281
1733911498.949495,492,68.10786437988281
1733911506.0197487,494,68.10786437988281
1733911512.8719096,497,68.10786437988281
1733911515.0676947,498,68.10786437988281
1733911531.2245972,504,68.10786437988281
1733911540.6749845,507,68.10786437988281
1733911542.4246054,508,68.10786437988281
1733911544.816502,509,68.10786437988281
1733911548.3040547,511,68.10786437988281
1733911550.29083,512,68.10786437988281
1733911552.8262177,513,68.10786437988281
1733911557.9917343,515,68.10786437988281
1733911560.5643187,516,68.10786437988281
1733911563.2061708,517,68.10786437988281
1733911565.7525747,518,68.10786437988281
1733911570.9419594,520,68.10786437988281
1733911580.523803,525,68.10786437988281
1733911581.763946,526,68.10786437988281
1733911597.7576602,532,68.10786437988281
1733911603.0568013,534,68.10786437988281
1733911604.685666,535,68.10786437988281
1733911607.2700243,536,68.10786437988281
1733911609.9718995,537,68.10786437988281
1733911612.6295152,538,68.10786437988281
1733911615.0003588,539,68.10786437988281
1733911616.736533,540,68.10786437988281
1733911620.8539531,541,68.10786437988281
1733911623.3852394,542,68.10786437988281
1733911626.0689635,543,68.10786437988281
1733911628.713321,544,68.10786437988281
1733911631.3286135,545,68.10786437988281
1733911638.2203672,548,68.10786437988281
1733911640.7672222,549,68.10786437988281
1733911643.504242,550,68.10786437988281
1733911647.1874924,552,68.10786437988281
1733911648.7827642,553,68.10786437988281
1733911651.3075695,554,68.10786437988281
1733911656.8728938,556,68.10786437988281
1733911662.4176738,558,68.10786437988281
1733911667.5499718,560,68.10786437988281
1733911669.286179,561,68.10786437988281
1733911675.9979463,564,68.10786437988281
1733911677.5188708,565,68.10786437988281
1733911679.252242,566,68.10786437988281
1733911684.4708881,568,68.10786437988281
1733911687.4605076,569,68.10786437988281
1733911690.1614914,570,68.10786437988281
1733911695.4110558,572,68.10786437988281
1733911699.7324336,574,68.10786437988281
1733911702.2924285,575,68.10786437988281
1733911710.0257838,578,68.10786437988281
1733911712.1147265,579,68.10786437988281
1733911713.893696,580,68.10786437988281
1733911715.4362745,581,68.10786437988281
1733911717.8234146,582,68.10786437988281
1733911720.4576454,583,68.10786437988281
1733911723.1022866,584,68.10786437988281
1733911725.796188,585,68.10786437988281
1733911730.319762,587,68.10786437988281
1733911732.921963,588,68.10786437988281
1733911735.5417142,589,68.10786437988281
1733911743.8870406,592,68.10786437988281
1733911745.8154907,593,68.10786437988281
1733911747.2114246,594,68.10786437988281
1733911750.7226017,596,68.10786437988281
1733911753.3351226,597,68.10786437988281
1733911755.9680166,598,68.10786437988281
1733911758.4714262,599,68.10786437988281
1733911763.1020575,601,68.10786437988281
1733911768.527723,603,68.10786437988281
1733911771.188387,604,68.10786437988281
1733911773.9054775,605,68.10786437988281
1733911780.48766,607,68.10786437988281
1733911785.2063105,609,68.10786437988281
1733911788.733845,611,68.10786437988281
1733911791.5430992,612,68.10786437988281
1733911793.1960092,613,68.10786437988281
1733911801.0972927,616,68.10786437988281
1733911811.7715623,620,68.10786437988281
1733911814.4824862,621,68.10786437988281
1733911819.0512364,623,68.10786437988281
1733911820.579792,624,68.10786437988281
1733911823.0871615,626,68.10786437988281
1733911833.4190762,630,68.10786437988281
1733911836.2432306,631,68.10786437988281
1733911841.6853614,633,68.10786437988281
1733911846.99089,635,68.10786437988281
1733911856.1320732,639,68.10786437988281
1733911862.2022536,642,68.10786437988281
1733911864.8884962,643,68.10786437988281
1733911870.3594618,645,68.10786437988281
1733911873.031441,646,68.10786437988281
1733911875.6769629,647,68.10786437988281
1733911878.3797035,648,68.10786437988281
1733911882.164584,649,68.10786437988281
1733911885.221839,650,68.10786437988281
1733911886.9523942,651,68.10786437988281
1733911889.639691,652,68.10786437988281
1733911892.2088182,653,68.10786437988281
1733911901.4556358,657,68.10786437988281
1733911904.174916,658,68.10786437988281
1733911909.4921067,660,68.10786437988281
1733911915.177312,662,68.10786437988281
1733911919.9652252,664,68.10786437988281
1733911922.692925,665,68.10786437988281
1733911927.9852915,667,68.10786437988281
1733911930.5119164,668,68.10786437988281
1733911932.6174319,669,68.10786437988281
1733911934.3185763,670,68.10786437988281
1733911939.0386832,672,68.10786437988281
1733911941.7019796,673,68.10786437988281
1733911944.5689223,674,68.10786437988281
1733911947.205342,675,68.10786437988281
1733911949.8136451,676,68.10786437988281
1733911954.2890432,678,68.10786437988281
1733911956.9403121,679,68.10786437988281
1733911959.669391,680,68.10786437988281
1733911965.1928878,682,68.10786437988281
1733911967.8612928,683,68.10786437988281
1733911970.4716446,684,68.10786437988281
1733911972.69906,685,68.10786437988281
1733911974.5051324,686,68.10786437988281
1733911976.2053592,687,68.10786437988281
1733911978.8307838,688,68.10786437988281
1733911980.6408308,689,68.10786437988281
1733911983.3744614,690,68.10786437988281
1733911991.45217,693,68.10786437988281
1733911996.8156707,695,68.10786437988281
1733912002.174541,697,68.10786437988281
1733912010.202314,700,68.10786437988281
1733912012.3323233,701,68.10786437988281
1733912013.2438915,702,68.10786437988281
1733912014.963235,703,68.10786437988281
1733912017.6541824,704,68.10786437988281
1733912020.4939198,705,68.10786437988281
1733912023.2340043,706,68.10786437988281
1733912026.069306,707,68.10786437988281
1733912031.5028164,709,68.10786437988281
1733912034.2959924,710,68.10786437988281
1733912037.7889943,711,68.10786437988281
1733912047.145897,715,68.10786437988281
1733912055.8468757,719,68.10786437988281
1733912058.5481224,720,68.10786437988281
1733912064.0417051,722,68.10786437988281
1733912066.8219357,723,68.10786437988281
1733912069.6224144,724,68.10786437988281
1733912072.3212085,725,68.10786437988281
1733912075.0726414,726,68.10786437988281
1733912076.8215446,727,68.10786437988281
1733912084.3079062,730,68.10786437988281
1733912086.2124221,731,68.10786437988281
1733912087.770483,732,68.10786437988281
1733912101.5440402,737,68.10786437988281
1733912106.0395968,739,68.10786437988281
1733912108.7512488,740,68.10786437988281
1733912111.5224245,741,68.10786437988281
1733912114.2297282,742,68.10786437988281
1733912119.8715346,744,68.10786437988281
1733912126.016524,747,68.10786437988281
1733912128.729323,748,68.10786437988281
1733912134.2469196,750,68.10786437988281
1733912137.1945295,751,68.10786437988281
1733912138.9964416,752,68.10786437988281
1733912141.68946,753,68.10786437988281
1733912144.4113295,754,68.10786437988281
1733912147.1795065,755,68.10786437988281
1733912152.730308,757,68.10786437988281
1733912160.4025223,760,68.10786437988281
1733912161.772404,761,68.10786437988281
1733912166.537437,763,68.10786437988281
1733912170.9999516,765,68.10786437988281
1733912173.7355464,766,68.10786437988281
1733912176.7141695,767,68.10786437988281
1733912179.4579754,768,68.10786437988281
1733912184.9644024,770,68.10786437988281
1733912187.800676,771,68.10786437988281
1733912190.5368452,772,68.10786437988281
1733912193.3084931,773,68.10786437988281
1733912196.049084,774,68.10786437988281
1733912198.9400156,775,68.10786437988281
1733912200.6315932,776,68.10786437988281
1733912202.7556999,777,68.10786437988281
1733912208.0161965,780,68.10786437988281
1733912212.8524897,781,68.10786437988281
1733912223.7911005,785,68.10786437988281
1733912226.5676937,786,68.10786437988281
1733912231.0625982,788,68.10786437988281
1733912236.4905357,790,68.10786437988281
1733912239.5355382,791,68.10786437988281
1733912241.658232,792,68.10786437988281
1733912243.3838573,793,68.10786437988281
1733912244.8237517,794,68.10786437988281
1733912246.286807,795,68.10786437988281
1733912249.0692825,796,68.10786437988281
1733912251.9215472,797,68.10786437988281
1733912257.3799388,799,68.10786437988281
1733912262.9206276,801,68.10786437988281
1733912267.5333436,803,68.10786437988281
1733912275.573174,806,68.10786437988281
1733912277.6149828,807,68.10786437988281
1733912279.5589688,808,68.10786437988281
1733912281.4100833,809,68.10786437988281
1733912282.955665,810,68.10786437988281
1733912286.2708278,812,68.10786437988281
1733912289.0364144,813,68.10786437988281
1733912291.934225,814,68.10786437988281
1733912296.5070562,816,68.10786437988281
1733912299.2617366,817,68.10786437988281
1733912304.697257,819,68.10786437988281
1733912312.9966495,822,68.10786437988281
1733912319.0794303,824,68.10786437988281
1733912321.7173598,825,68.10786437988281
1733912323.813534,826,68.10786437988281
1733912328.4861665,829,68.10786437988281
1733912336.7217505,832,68.10786437988281
1733912339.5298617,833,68.10786437988281
1733912344.916398,835,68.10786437988281
1733912347.6091657,836,68.10786437988281
1733912350.5013187,837,68.10786437988281
1733912356.0122223,839,68.10786437988281
1733912357.9126565,840,68.10786437988281
1733912367.4070895,844,68.10786437988281
1733912371.1913576,846,68.10786437988281
1733912373.9524605,847,68.10786437988281
1733912376.6512313,848,68.10786437988281
1733912379.3666723,849,68.10786437988281
1733912385.084857,851,68.10786437988281
1733912387.8198388,852,68.10786437988281
1733912389.6388693,853,68.10786437988281
1733912392.349798,854,68.10786437988281
1733912397.7558224,856,68.10786437988281
1733912403.5301414,858,68.10786437988281
1733912409.2639763,860,68.10786437988281
1733912412.1128876,861,68.10786437988281
1733912414.4657652,862,68.10786437988281
1733912416.2958207,863,68.10786437988281
1733912417.5488548,864,68.10786437988281
1733912426.136926,868,68.10786437988281
1733912428.869209,869,68.10786437988281
1733912431.7133217,870,68.10786437988281
1733912434.5141232,871,68.10786437988281
1733912443.693109,874,68.10786437988281
1733912446.431474,875,68.10786437988281
1733912449.191132,876,68.10786437988281
1733912451.0537004,877,68.10786437988281
1733912453.8159642,878,68.10786437988281
1733912457.362855,880,68.10786437988281
1733912458.9577584,881,68.10786437988281
1733912460.3485153,882,68.10786437988281
1733912461.6697972,883,68.10786437988281
1733912466.920896,885,68.10786437988281
1733912475.2471437,888,68.10786437988281
1733912478.0624297,889,68.10786437988281
1733912480.915444,890,68.10786437988281
1733912482.7540414,891,68.10786437988281
1733912488.575913,893,68.10786437988281
1733912491.511357,894,68.10786437988281
1733912494.2835455,895,68.10786437988281
1733912499.8203673,897,68.10786437988281
1733912502.4521627,898,68.10786437988281
1733912506.0543542,900,68.10786437988281
1733912507.4176397,901,68.10786437988281
1733912516.4483116,905,68.10786437988281
1733912519.084821,906,68.10786437988281
1733912524.6640084,908,68.10786437988281
1733912527.4097667,909,68.10786437988281
1733912530.1160233,910,68.10786437988281
1733912532.9102676,911,68.10786437988281
1733912535.6570163,912,68.10786437988281
1733912538.3967063,913,68.10786437988281
1733912541.2121363,914,68.10786437988281
1733912544.8947961,916,68.10786437988281
1733912546.9088738,917,68.10786437988281
1733912548.301747,918,68.10786437988281
1733912555.7404797,921,68.10786437988281
1733912558.4743145,922,68.10786437988281
1733912561.248485,923,68.10786437988281
1733912564.0500007,924,68.10786437988281
1733912569.5032122,926,68.10786437988281
1733912584.773957,932,68.10786437988281
1733912586.5278392,933,68.10786437988281
1733912588.0779781,934,68.10786437988281
1733912590.783495,936,68.10786437988281
1733912600.879698,940,68.10786437988281
1733912608.223291,943,68.10786437988281
1733912616.3818254,946,68.10786437988281
1733912624.718203,949,68.10786437988281
1733912627.4051287,950,68.10786437988281
1733912631.9205432,952,68.10786437988281
1733912633.3740792,953,68.10786437988281
1733912634.6516683,954,68.10786437988281
1733912637.0670304,955,68.10786437988281
1733912641.6047256,957,68.10786437988281
1733912644.388378,958,68.10786437988281
1733912647.0854108,959,68.10786437988281
1733912649.8285203,960,68.10786437988281
1733912652.6065965,961,68.10786437988281
1733912655.4336817,962,68.10786437988281
1733912658.129082,963,68.10786437988281
1733912660.863724,964,68.10786437988281
1733912663.6492922,965,68.10786437988281
1733912669.166,967,68.10786437988281
1733912670.9965258,968,68.10786437988281
1733912675.823246,970,68.10786437988281
1733912680.1724677,972,68.10786437988281
1733912682.8352065,973,68.10786437988281
1733912688.3980587,975,68.10786437988281
1733912693.7625086,977,68.10786437988281
1733912696.4860694,978,68.10786437988281
1733912699.2454658,979,68.10786437988281
1733912701.0837374,980,68.10786437988281
1733912709.2421517,983,68.10786437988281
1733912711.3047268,984,68.10786437988281
1733912712.9899642,985,68.10786437988281
1733912714.3577065,986,68.10786437988281
1733912719.3406036,988,68.10786437988281
1733912722.0506003,989,68.10786437988281
1733912742.6682847,997,68.10786437988281
1733912744.7165446,998,68.10786437988281
1733912748.5627146,1000,68.10786437988281
1733912749.8951724,1001,68.10786437988281
1733912754.3759835,1003,68.10786437988281
1733912757.1407866,1004,68.10786437988281
1733912759.7931626,1005,68.10786437988281
1733912762.530021,1006,68.10786437988281
1733912770.0541642,1009,68.10786437988281
1733912772.7485275,1010,68.10786437988281
1733912778.3341172,1012,68.10786437988281
1733912781.104854,1013,68.10786437988281
1733912783.6350348,1014,68.10786437988281
1733912785.4251792,1015,68.10786437988281
1733912791.1212604,1018,68.10786437988281
1733912812.1783564,1025,68.10786437988281
1733912814.9982266,1026,68.10786437988281
1733912817.4638035,1027,68.10786437988281
1733912819.3176553,1028,68.10786437988281
1733912822.2572782,1030,68.10786437988281
1733912825.8826194,1032,68.10786437988281
1733912827.6772974,1033,68.10786437988281
1733912830.382586,1034,68.10786437988281
1733912835.8513122,1036,68.10786437988281
1733912838.6138296,1037,68.10786437988281
1733912841.383587,1038,68.10786437988281
1733912844.305115,1039,68.10786437988281
1733912847.180464,1040,68.10786437988281
1733912855.505428,1043,68.10786437988281
1733912857.9331694,1044,68.10786437988281
1733912859.0807803,1045,68.10786437988281
1733912869.7833729,1050,68.10786437988281
1733912872.7791781,1051,68.10786437988281
1733912875.5405602,1052,68.10786437988281
1733912878.3237712,1053,68.10786437988281
1733912883.8702886,1055,68.10786437988281
1733912886.6694784,1056,68.10786437988281
1733912888.5928051,1057,68.10786437988281
1733912891.4108112,1058,68.10786437988281
1733912893.9350672,1059,68.10786437988281
1733912905.4356513,1064,68.10786437988281
1733912908.2021499,1065,68.10786437988281
1733912913.585384,1067,68.10786437988281
1733912916.374667,1068,68.10786437988281
1733912919.2078607,1069,68.10786437988281
1733912929.3338113,1073,68.10786437988281
1733912932.0727677,1074,68.10786437988281
1733912934.4969692,1075,68.10786437988281
1733912936.6333122,1076,68.10786437988281
1733912938.2049153,1077,68.10786437988281
1733912939.446692,1078,68.10786437988281
1733912940.7105825,1079,68.10786437988281
1733912943.4084883,1081,68.10786437988281
1733912946.1760292,1082,68.10786437988281
1733912948.876151,1083,68.10786437988281
1733912951.5897965,1084,68.10786437988281
1733912953.4112616,1085,68.10786437988281
1733912956.1386988,1086,68.10786437988281
1733912958.9358573,1087,68.10786437988281
1733912969.837689,1091,68.10786437988281
1733912975.1897843,1093,68.10786437988281
1733912977.432935,1094,68.10786437988281
1733912983.1651125,1097,68.10786437988281
1733912987.3231442,1099,68.10786437988281
1733912990.085368,1100,68.10786437988281
1733912995.583754,1102,68.10786437988281
1733913001.8324494,1104,68.10786437988281
1733913004.5414033,1105,68.10786437988281
1733913007.2646413,1106,68.10786437988281
1733913012.9558825,1108,68.10786437988281
1733913022.763602,1111,68.10786437988281
1733913024.867368,1112,68.10786437988281
1733913029.0606008,1115,68.10786437988281
1733913032.1999068,1117,68.10786437988281
1733913040.4485545,1120,68.10786437988281
1733913047.7014332,1123,68.10786437988281
1733913050.4557576,1124,68.10786437988281
1733913055.8618257,1126,68.10786437988281
1733913058.6019835,1127,68.10786437988281
1733913061.381773,1128,68.10786437988281
1733913064.0984092,1129,68.10786437988281
1733913066.8063626,1130,68.10786437988281
1733913069.1409597,1131,68.10786437988281
1733913071.170452,1132,68.10786437988281
1733913073.99185,1134,68.10786437988281
1733913075.2279334,1135,68.10786437988281
1733913076.6978076,1136,68.10786437988281
1733913084.0021324,1139,68.10786437988281
1733913086.6618245,1140,68.10786437988281
1733913092.3775165,1142,68.10786437988281
1733913095.2214737,1143,68.10786437988281
1733913111.7209504,1150,68.10786437988281
1733913113.3887348,1151,68.10786437988281
1733913114.6179595,1152,68.10786437988281
1733913116.6463506,1153,68.10786437988281
1733913119.3320093,1154,68.10786437988281
1733913124.9416025,1156,68.10786437988281
1733913127.7071145,1157,68.10786437988281
1733913130.5138526,1158,68.10786437988281
1733913133.3017411,1159,68.10786437988281
1733913138.826706,1161,68.10786437988281
1733913140.6219049,1162,68.10786437988281
1733913143.3614807,1163,68.10786437988281
1733913148.7849839,1165,68.10786437988281
1733913151.48419,1166,68.10786437988281
1733913155.5087898,1168,68.10786437988281
1733913180.9723487,1178,68.10786437988281
1733913189.2048194,1181,68.10786437988281
1733913191.9463918,1182,68.10786437988281
1733913194.1754527,1183,68.10786437988281
1733913195.8345842,1184,68.10786437988281
1733913198.4827633,1186,68.10786437988281
1733913200.5336351,1187,68.10786437988281
1733913202.3707173,1188,68.10786437988281
1733913207.8145375,1190,68.10786437988281
1733913216.0578492,1193,68.10786437988281
1733913218.8535593,1194,68.10786437988281
1733913221.6125927,1195,68.10786437988281
1733913224.3075593,1196,68.10786437988281
1733913226.9951255,1197,68.10786437988281
1733913229.7350118,1198,68.10786437988281
1733913232.1411672,1199,68.10786437988281
1733913233.4455996,1200,68.10786437988281
1733913236.3795066,1202,68.10786437988281
1733913241.2467847,1204,68.10786437988281
1733913243.9916413,1205,68.10786437988281
1733913249.363587,1207,68.10786437988281
1733913254.884413,1209,68.10786437988281
1733913260.3539765,1211,68.10786437988281
1733913263.1300807,1212,68.10786437988281
1733913264.9666271,1213,68.10786437988281
1733913267.7413497,1214,68.10786437988281
1733913270.5048888,1215,68.10786437988281
1733913273.279019,1216,68.10786437988281
1733913281.0954623,1220,68.10786437988281
1733913292.8858523,1225,68.10786437988281
1733913295.6478157,1226,68.10786437988281
1733913300.1805267,1228,68.10786437988281
1733913302.9699047,1229,68.10786437988281
1733913305.7446566,1230,68.10786437988281
1733913314.010505,1233,68.10786437988281
1733913316.7922552,1234,68.10786437988281
1733913319.5159345,1235,68.10786437988281
1733913322.2649143,1236,68.10786437988281
1733913324.4133506,1237,68.10786437988281
1733913326.856404,1239,68.10786437988281
1733913329.608725,1240,68.10786437988281
1733913337.9669902,1243,68.10786437988281
1733913343.6765678,1245,68.10786437988281
1733913349.5167577,1247,68.10786437988281
1733913352.1908298,1248,68.10786437988281
